Name,Palette,Threadcount,Origin URL
Scotch House (Dalgliesh),DR#8C0000 DARK RED; BB#00008C BALMORAL; KK#000000 BLACK; DG#004C00 DARK GRN; WW#C8C8C8 WHITE;,DR/6 BB24 KK6 BB8 KK6 BB8 KK12 DG24 WW6 BB6 WW6 DG/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3667
Scotch Mist,W#E0E0E0 WHITE; DN#444444 DARK GREY; K#101010 BLACK; N#646464 GRAY; LN#8C8C8C LIGHT GRAY;,W/6 DN76 K6 N36 K8 N8 LN8 N/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3671
Scotch Tape,G#006818 GREEN; K#101010 BLACK; Y#E8C000 YELLOW;,G/6 K40 G/60,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5751
Scotch Tape #2,G#006818 GREEN; K#101010 BLACK; Y#E8C000 YELLOW;,Y/6 K40 G30 K/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5752
Scotia,A#5C8CA8 AZURE; B#2C2C80 BLUE; CW#FCFCFC CLEAR; G#006818 GREEN; LT#A08858 LIGHT BROWN; P#780078 PURPLE; LG#289C18 LIGHT GREEN; BL#1474B4 BALMORAL BLUE;,BL/12 B12 CW2 LT32 B12 BL44 P28 LG/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3673
Scotia (EWM),B#2C2C80 BLUE; T#604000 BROWN; G#006818 GREEN; R#C80000 RED; W#E0E0E0 WHITE;,W4 B58 G28 T4 W18 B14 R3 B8 YY4 B8 R3 B14 W18 T4 G28 B58,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3674
Scotland (Personal),G#006818 GREEN; P#780078 PURPLE; DR#A00000 RUST; R#C8002C SCARLET; Y#E8C000 YELLOW;,G/6 Y2 P2 G40 DR4 P18 DR4 R40 P2 Y2 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5067
Scotland 1782,BN#000034 DARK NAVY; DG#003014 MOD GREEN; PH#640054 MAGENTA; K#000000 BLACK; SB#788CB4 AZURE; DP#340034 DARK PURPLE; WG#408060 WTHRD GREEN; P#780078 PURPLE; B#2C2C80 BLUE; BL#1474B4 BALMORAL BLUE;,SB6 B60 K8 WG6 P4 PH4 P4 PH20 K4 PH4 K8 PH4 WG6 PH4 K8 PH4 K4 PH20 P4 PH4 P4 WG6 K8 B60,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3675
Scotland 1782 #2,BN#000034 DARK NAVY; DG#003014 MOD GREEN; PH#640054 MAGENTA; K#000000 BLACK; SB#788CB4 AZURE; DP#340034 DARK PURPLE; WG#408060 WTHRD GREEN; P#780078 PURPLE; B#2C2C80 BLUE; BL#1474B4 BALMORAL BLUE;,SB6 B60 K8 WG6 P4 PH4 P4 PH20 K4 PH4 K8 PH4 WG6 PH4 K8 PH4 K4 PH20 P4 PH4 P4 WG6 K8 B60,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3676
Scotland 2000,DR#4C0000 DARK RED; Y#D09800 YELLOW; G#006818 GREEN; DB#003C64 DARK BLUE; W#FFFFFF WHITE;,DR/6 Y4 DR72 G12 DR4 G12 DB76 W/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3677
Scotland Forever,WW#FCFCFC WILSON WHITE; G#006818 GREEN; P#780078 PURPLE; DB#202060 DARK BLUE; K#101010 BLACK; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE; BL#1474B4 BALMORAL BLUE; BN#14283C BLUE GREY;,DB/12 K6 BN38 K12 BN8 K6 P24 G8 P24 WW4 DB/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3678
Scotland the Brave,K#101010 BLACK; DG#003820 DARK GREEN; NB#003C64 NAVY BLUE; P#780078 PURPLE; ZZ#808080 MISSING COLOUR; WG#408060 WTHRD GREEN; WW#F8F8F8 WILSON WHITE; LP#B468AC MAUVE; BL#1474B4 BALMORAL BLUE; HG#285800 HUNTING GREEN; DB#202060 DARK BLUE;,DB12 WW2 DB80 LP2 K24 HG24 LP12 HG4 P4 HG8 P4 HG4 LP12 HG24 K24 LP2 DB80 WW2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3679
Scotland's International - Away,W#E0E0E0 WHITE; LSB#98C8E8 LIGHT SKY; B#2C2C80 BLUE; K#101010 BLACK; Y#E8C000 YELLOW; DR#880000 DARK RED; R#C80000 RED;,W/4 B12 LSB10 K32 Y4 K4 W12 K4 DR48 R/48,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5793
Scotland's International - Home,W#E0E0E0 WHITE; R#C80000 RED; LSB#98C8E8 LIGHT SKY; K#101010 BLACK; Y#E8C000 YELLOW; DB#1C1C50 DARK BLUE; VDB#00002C MIDNIGHT; B#344454 BLUE;,W/4 R12 LSB10 K32 Y4 K4 W12 K4 VDB48 B/48,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5794
Scotland's Lionheart,K#101010 BLACK; G#006818 GREEN; DB#1C1C50 DARK BLUE; LB#28283C LIGHT BLUE; R#AC0034 RED; N#686868 GRAY; DN#4C4C4C DARK GREY;,K/156 N32 K4 DN4 K4 N4 K6 R4 K/20,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3681
Scotland's National,LB#3C78C8 OLD BLUE ALT; LN#C8C8C8 WHITE; DR#8C0000 DARK RED; K#000000 BLACK; OG#3C7828 OLD GRN ALT; DB#202060 DARK BLUE; DG#003820 DARK GREEN; BN#14283C BLUE GREY; W#E0E0E0 WHITE; AG#00643C ANC GREEN; G#006818 GREEN;,BN24 W4 BN4 DR4 BN4 K20 AG24 K4 AG8 K4 AG24 K20 BN24 K4 DR6 K4 BN24 K20 AG24 K4 AG8 K4 AG24 K20 BN4 DR4 BN4 W4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3682
Scotland's National Dress,K#101010 BLACK; DR#880000 DARK RED; G#006818 GREEN; LN#C0C0C0 LIGHT GRAY; NB#003C64 NAVY BLUE;,NB/28 LN4 NB4 DR4 NB6 K24 G28 K4 G8 K4 G28 NB28 LN28 DR/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3683
Scotland's Own,K#101010 BLACK; B#2C2C80 BLUE; P#780078 PURPLE; ZZ#808080 MISSING COLOUR;,B4 P4 B8 K20 B4 K4 B4 P8 K30 B60 ZZ2 B8 ZZ2 B60 K30 P8 B4 K4 B4 K20 B8 P4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3684
Scotland's People,LG#289C18 LIGHT GREEN; Y#E8C000 YELLOW; K#101010 BLACK; LP#B468AC MAUVE; R#C80000 RED; O#D87C00 ORANGE;,LG/8 LP8 LG6 LP16 K6 LP10 K6 LP10 K28 R54 Y6 R/14,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3685
Scots Heritage,DR#960000 RED; MB#141E46 BLUE; K#101010 BLACK; MG#003C14 GREEN; Y#E8C000 YELLOW;,DR/8 MB28 K30 MG28 Y/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3686
Scotstown,W#FFFFFF WHITE; O#FA4B00 RANGE; DG#005020 DARK GREEN; N#A0A0A0 GREY; B#1474B4 BLUE;,N/8 DG68 W24 B20 O/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11595
Scott,K#101010 BLACK; CW#FCFCFC CLEAR; DG#003820 DARK GREEN; R#C80000 RED; WW#FCFCFC WILSON WHITE; G#006818 GREEN;,G/8 R6 K2 R56 G28 R8 G8 WW6 G8 R8 G8 WW/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3688
Scott #2,R#DC0000 RED; G#005020 MOD GREEN; W#E0E0E0 WHITE; K#101010 BLACK; B#2C4084 BLUE;,K/2 B2 K2 B16 K8 G8 R2 G2 W2 G/16,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3689
Scott (Abbreviated),W#E0E0E0 WHITE; K#101010 BLACK;,W/4 K2 W12 K12 W4 K2 W/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3690
Scott (Black and White),K#101010 BLACK; LN#C0C0C0 LIGHT GRAY; WW#FCFCFC WILSON WHITE;,K124 WW8 K16 WW4 K4 WW4 K4 WW4 K4 WW4 K12 WW12 K12 WW4 K4 WW4 K4 WW4 K4 WW4 K16 WW8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3691
Scott (Green),K#101010 BLACK; CW#FCFCFC CLEAR; DB#202060 DARK BLUE; DG#003820 DARK GREEN; R#C80000 RED; YT#D8B000 TAN YELLOW; WW#FCFCFC WILSON WHITE; Y#E8C000 YELLOW; G#006818 GREEN; B#2C2C80 BLUE;,G16 K6 WW6 K12 Y8 B24 G12 K16 G24 R6 G6 WW6 G6 K16 G6 WW6 G6 R6 G24 K16 G12 B24 Y8 K12 WW6 K6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3692
Scott (MacRae),K#101010 BLACK; B#2C2C80 BLUE; R#C80000 RED; W#E0E0E0 WHITE;,R4 K8 B4 W2 K32 W2 B6 W32 B4 W12 R4 W12 B4 W32 B6 W2 K32 W2 B4 K8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3693
Scott Autumn,G#004C00 DARK GRN; MY#C89800 DARKER YELLOW; DR#8C0000 DARK RED; G#004C00 DARK GRN;,G/32 MY6 G28 DR32 G4 DR4 G/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3695
Scott Black and Grey,N#808080 MISSING COLOUR; K#101010 BLACK;,N/16 K6 N34 K26 N12 K6 N/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3696
Scott Dress,K#101010 BLACK; CW#FCFCFC CLEAR; DG#003820 DARK GREEN; R#C80000 RED;,DG8 R4 K2 CW60 R20 DG28 R8 DG10 CW4 DG10 R8 DG10 CW4 DG10 R8 DG28 R20 CW60 K2 R4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3697
Scott Dress #2,G#005020 MOD GREEN; R#DC0000 RED; K#101010 BLACK; W#E0E0E0 WHITE;,G/14 R6 K6 W108 G48 R10 G10 W10 G10 R/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3698
Scott Green (Sir Walter),AA#789484 ANC AZURE; K#101010 BLACK; DB#202060 DARK BLUE; DG#003820 DARK GREEN; A#5C8CA8 AZURE; G#006818 GREEN; B#2C2C80 BLUE;,K8 G24 A8 B56 A8 G24,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3699
Scott Hunting,DT#441800 DARK BROWN; DG#003820 DARK GREEN; DR#880000 DARK RED; DW#B8B8B8 OFF WHITE; LN#C0C0C0 LIGHT GRAY; R#C80000 RED; G#006818 GREEN; T#604000 BROWN;,R6 T32 G20 R6 G6 LN4 G6 R6 G6 LN4 G6 R6 G20 T32,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3700
Scott Hunting special,DG#002814 GREEN; G#005020 MOD GREEN; W#E0E0E0 WHITE; LR#C82828 RED; B#2C4084 BLUE; Y#E8C000 YELLOW;,DG/7 G4 W2 G5 LR2 G16 DG16 G4 B14 Y2 DG6 W2 DG2 G/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3701
"Scott, Sir Walter",AA#789484 ANC AZURE; K#101010 BLACK; DG#003820 DARK GREEN; DP#440044 DARK PURPLE; A#5C8CA8 AZURE; P#780078 PURPLE; G#006818 GREEN;,K6 P18 K22 A4 G18 K6 G18 A4 K22 P18,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3702
"Scott, Sir Walter #2",K#101010 BLACK; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; RB#2800A8 ROYAL BLUE; WW#FCFCFC WILSON WHITE; R#C80000 RED;,R4 WW4 RB6 WW8 K8 WW8 K8 WW8 K8 WW8 K8 WW8 RB6 WW4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3703
"Scott, Sir Walter #3",K#101010 BLACK; W#E0E0E0 WHITE; B#2C4084 BLUE; R#DC0000 RED;,K/4 W4 K4 W4 K4 W4 B3 W2 R/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3704
Scottish Ambulance Service,DR#8C0000 RED; K#000000 BLACK; DW#C8C8C8 WHITE; A#5C8CA8 AZURE; HG#285800 HUNTING GREEN; LB#2888C4 LIGHT BLUE; LG#289C18 LIGHT GREEN;,DR6 A32 K24 LG4 K4 HG64 LB4 HG4 DW6 HG4 LB4 HG64 K4 LG4 K24 A32,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3706
Scottish American,K#101010 BLACK; DP#440044 DARK PURPLE; NB#003C64 NAVY BLUE; WW#F8F8F8 WILSON WHITE; B#2C2C80 BLUE; R#C80000 RED; DB#202060 DARK BLUE;,DB/100 DP6 K6 DB22 DP16 DB4 R12 DB4 B16 DB4 WW/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3707
Scottish American Athletic Assoc,Y#E8C000 YELLOW; K#101010 BLACK; SCR#C8002C SCARLET; DW#B8B8B8 OFF WHITE; XB#38409C OXFORD; NB#003C64 NAVY BLUE; BN#344054 BLUE GREY; WR#780028 WINE RED; RR#901C1C MARROON;,Y/64 K42 RR32 DW12 BN/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3708
Scottish American Military,NB#000080 NAVY BLUE; K#101010 BLACK; R#FF0000 MODERN RED; W#FFFFFF WHITE; B#0000FF BLUE; G#006400 GREEN;,NB22 K4 R4 W4 B4 K32 G32 K4 G32 K32 NB32 R4 W4 B4 NB32 K32 G32 K4 G32 K32 R4 W4 B4 K4 NB22,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10084
Scottish American Society of Michigan (Official),R#B62531 SCARLET RED; B#5F749C BALMORAL BLUE; Y#E0A126 GOLD; G#23321B BOTTLE GREEN; W#F9F5EF PEROXIDE WHITE;,R/96 B32 Y10 G34 W16 T/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10507
Scottish Bluebell,LRB#1474B4 BALMORAL BLUE; A#5C8CA8 AZURE; B#2C2C80 BLUE; K#101010 BLACK; W#E0E0E0 WHITE;,LRB8 W1 B80 K34 W4 LRB8 W4 K8 W4 LRB8 W4 K34 B80,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5588
Scottish Borderland,NB#405460 MUTED BLUE; DG#005020 MOD GREEN; DN#646464 MEDIUM GREY; MY#C88C00 YELLOW; LN#C8C8C8 WHITE;,LN4 DG4 NB2 DG60 DN20 NB40 DG2 NB4 MY2 NB4 DG2 NB40 DN20 DG60 NB2 DG4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3709
Scottish Borders Tourist Board,OG#5C6428 OLIVE GREEN; R#C80000 BASIC RED; AW#E8CCB8 ANC WHITE; GO#BC8C00 DARK GOLD; DB#202060 DARK BLUE;,DB48 OG8 DB6 OG8 DB48 OG12 AW6 OG8 R6 OG16 GO6 OG16 R6 OG8 AW6 OG12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3710
Scottish Canals,Y#E8C000 YELLOW; B#2C2C80 BLUE; DB#202060 DARK BLUE; G#006818 GREEN;,G/4 DB2 B58 DB4 G18 DB52 Y/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5424
Scottish Chieftain,K#101010 BLACK; R#DC0000 RED; G#005020 MOD GREEN; W#E0E0E0 WHITE;,K38 R2 G6 K4 K6 K4 G4 K4 G40 W4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5445
Scottish Crofting Foundation,R#C80000 RED; OG#5C6428 OLIVE GREEN; T#604000 BROWN; DT#441800 DARK BROWN; WG#A0B8A4 WTHRD GREEN; DR#880000 DARK RED;,OG/8 DR4 OG56 T20 DT4 T4 DT36 WG6 DT/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3712
Scottish Cultural Society,RB#1C0070 ROYAL BLUE; G#006818 GREEN; MY#D09800 M YELLOW; K#101010 BLACK; LN#C0C0C0 LIGHT GRAY; PH#6C0070 HEATHER;,PH16 G32 K64 MY8 K8 RB32 LN8 RB8 LN16 RB8 LN8 RB32 K8 MY8 K64 G32,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3713
Scottish Express International,K#101010 BLACK; PB#9058D8 LAVENDER; RB#1C0070 ROYAL BLUE; SB#A8ACE8 SKY BLUE;,PB/4 K16 SB4 K16 RB28 K/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3715
Scottish Football Association,BN#14283C BLUE GREY; K#101010 BLACK; DG#006038 DARK GREEN; BB#203078 OLD BLUE;,K/6 DG3 BN36 K12 BB4 K/120,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3716
Scottish Foundation VA Highlands,AR#E86000 ANC RED; AY#DC943C ANC YELLOW; P#780078 PURPLE; Y#E8C000 YELLOW; LN#A0A0A0 LIGHT GRAY; N#888888 GRAY; DB#202060 DARK BLUE; B#2C2C80 BLUE; A#5C8CA8 AZURE;,P10 Y4 LN72 DB6 B6 Y4 P8 LN6 A4 B6 DB6 B6 DB6 B6 A4 LN6 P8 Y4 B6 DB6 LN72 Y4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3717
Scottish Funereal Association,AGG#003014 MOD GREEN; BE#003478 MUTED BLUE; BZ#000050 MOD BLUE; K#000000 BLACK;,K/4 AGG4 BZ16 K4 BZ4 K8 BE4 K/48,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3718
Scottish Heather,W#E0E0E0 WHITE; DB#202060 DARK BLUE; P#780078 PURPLE; G#006818 GREEN; PB#9058D8 LAVENDER; B#2C2C80 BLUE; DP#440044 DARK PURPLE; VDB#00002C MIDNIGHT;,B/2 PB2 G6 DP12 B4 VDB64 B4 DP24 W/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3720
Scottish Heritage,K#101010 BLACK; B#2C4084 BLUE; MB#141E46 BLUE; G#005020 MOD GREEN; R#DC0000 RED;,K/4 B12 K2 MB14 G26 K22 MB84 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5103
Scottish Heritage Preservation,K#101010 BLACK; G#006818 GREEN; LN#C0C0C0 LIGHT GRAY; P#780078 PURPLE;,P44 K4 P4 K4 P4 K36 G16 LN4 G16 K32 P30 P2 K4 P4 K4 P2 P30 K32 G16 LN4 G16 K36 P4 K4 P4 K4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3721
Scottish Heritage USA (SHUSA),A#5C8CA8 AZURE; K#101010 BLACK; CR#C04094 CERISE; G#006818 GREEN; R#C80000 RED; W#E0E0E0 WHITE;,G6 R4 G28 K12 G8 W4 A28 R4 A28 W4 G8 K12 G28 CR4 G6 CR4 G28 K12 G8 W4 A28 R4 A28 W4 G8 K12 G28 R4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3722
Scottish Highlander Dress,CW#FCFCFC CLEAR; DB#202060 DARK BLUE; N#888888 GREY; PB#9058D8 LAVENDER; M#901C38 MARROON;,DB8 N6 M4 N52 DB30 PB6 CW4 PB52 CW4 PB6 DB30 N52 M4 N6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3723
Scottish Highlands & Islands Film Company,W#E0E0E0 WHITE; LP#746078 MAUVE; DG#003820 DARK GREEN; OG#5C6428 OLIVE GREEN; CLR#E87878 CORAL; DB#1C1C50 DARK BLUE; N#888888 GRAY;,W/8 LP16 DG16 OG16 CLR4 LP8 DB8 LP8 N8 DB32 LP/64,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5579
Scottish Hockey Union,RB#000064 NAVY; G#004C00 DARK GRN; WG#346488 WMS BLUE BB; K#000000 BLACK; CW#FCFCFC BRIGHT WHITE; A#6478B0 REPRO AZURE; MP#944090 MAUVE; LV#C49CD8 LGT VIOLET; DB#202060 DARK BLUE;,DB100 K20 DB12 K20 DB12 G10 LV10 G10 MP16 G46 CW10 G46 MP16 G10 LV10 G10 DB12 K20 DB12 K20,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3724
Scottish Institute of Sport,LB#2888C4 LIGHT BLUE; WW#F8F8F8 WILSON WHITE; DB#202060 DARK BLUE; Y#E8C000 YELLOW; DR#880000 DARK RED; S#C8002C SCARLET; R#C80000 RED;,DR4 Y8 DR46 S8 DR4 S8 LB38 WW8 LB38 S8 DR4 S8 DR46 Y8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3725
Scottish Jewish Community,K#101010 BLACK; A#3C82AF BLUE; W#E0E0E0 WHITE; B#2C4084 BLUE;,K28 A6 K6 W8 K6 A6 K28 B8 K8 B60 K8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5970
Scottish Knights Templar International,K#101010 BLACK; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE; R#C80000 RED; B#2C2C80 BLUE;,B4 R2 K4 LN6 K8 LN10 K12 B40 R6 B40 K12 LN10 K8 LN6 K4 R2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3726
Scottish Knights Templar Militi Templi Scotia,K#101010 BLACK; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE; R#C80000 RED; B#2C2C80 BLUE;,B4 R4 K4 LN6 K8 LN10 K12 B40 R4 LN8 R4 B40 K12 LN10 K8 LN6 K4 R4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3727
Scottish Knights Templar St. Andrews,K#101010 BLACK; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE; R#C80000 RED; B#2C2C80 BLUE;,B4 R2 K4 LN6 K8 LN8 K8 LN10 K12 B40 R2 LN8 R2 B40 K12 LN10 K8 LN8 K8 LN6 K4 R2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3728
Scottish Lion,DT#441800 DARK BROWN; DG#003820 DARK GREEN; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; P#780078 PURPLE; RB#1C0070 ROYAL BLUE; WR#680028 WINE RED;,WR/8 RB32 LN4 RB32 DR8 P14 DG42 DR6 DG8 DT/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5033
Scottish Motor Trade Association,K#101010 BLACK; G#006818 GREEN; LB#2888C4 LIGHT BLUE; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE; W#E0E0E0 WHITE;,G10 LB4 G32 LB20 K4 W6 RB12 LB28 W4 RB8 W4 RB8 W4 LB28 RB12 W6 K4 LB20 G32 LB4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3729
Scottish National,LB#3C78C8 OLD BLUE ALT; LN#C8C8C8 WHITE; DR#8C0000 DARK RED; K#000000 BLACK; OG#3C7828 OLD GRN ALT; DB#202060 DARK BLUE; DG#003820 DARK GREEN; BN#14283C BLUE GREY; W#E0E0E0 WHITE; AG#00643C ANC GREEN; G#006818 GREEN;,BN24 W4 BN4 DR4 BN4 K20 AG24 K4 AG8 K4 AG24 K20 BN24 K4 DR6 K4 BN24 K20 AG24 K4 AG8 K4 AG24 K20 BN4 DR4 BN4 W4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3730
Scottish National Dress,K#101010 BLACK; CW#FCFCFC CLEAR; G#006818 GREEN; RB#1C0070 ROYAL BLUE; DB#1C1C50 DARK BLUE; R#C80000 RED;,DB/24 CW4 DB4 R4 DB6 K22 G24 K4 G6 K4 G24 DB24 CW26 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3731
Scottish National Hunting,ER#981C70 CARMINE; C#A00048 CRIMSON; ET#4C0000 EARTH; G#006818 GREEN; N#888888 GREY;,N132 ER6 G6 ER6 G32 ET16 G6 ET6 C8 ET6 G6 ET16 G32 ER6 G6 ER6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3732
Scottish National Party,Y#E8C000 YELLOW; K#101010 BLACK; DN#5C5C5C DARK GREY;,Y/6 K54 DN6 K6 DN62 K/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5791
Scottish Netball Association,P#5A008C PURPLE; G#005020 MOD GREEN; C#960028 RED;,P/6 G28 C4 P20 G4 C28 P/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3733
Scottish Netball Association (1987),B#2C2C80 BLUE; G#006818 GREEN; P#780078 PURPLE; R#C80000 RED;,G4 P40 B18 P40 R4 P40 B18 P40,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3734
Scottish North American Business Council,W#E0E0E0 WHITE; RB#1C0070 ROYAL BLUE; R#C80000 RED; NB#003C64 NAVY BLUE;,W4 RB8 R8 NB24 RB16 R8 RB8 NB24 RB24 R8 RB24 NB24 RB8 R8 RB16 NB24 R8 RB8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3735
Scottish Nuclear,R#C80000 RED; B#2C2C80 BLUE; RB#1C0070 ROYAL BLUE; DR#880000 DARK RED; K#101010 BLACK; LN#C0C0C0 LIGHT GRAY;,R4 B36 K16 LN4 K16 B36,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3736
Scottish Odyssey,RB#000080 ROYAL BLUE; G#008800 GREEN; T#663300 BROWN; DB#2C4084 DARK BLUE; K#000000 BLACK; LB#3850C8 LIGHT BLUE;,RB/6 G44 T22 DB22 K6 DB22 LB/14,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3737
Scottish Parliament (unofficial),K#101010 BLACK; DR#880000 DARK RED; G#006818 GREEN; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE;,RB/28 G36 K6 G36 DR40 K28 MY/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3738
Scottish Piping Society of London,DB#202060 DARK BLUE; OG#5C6428 OLIVE GREEN; S#C8002C SCARLET;,DB4 OG42 S6 OG42 DB10 OG6 S60 OG6 DB10 OG42 S6 OG42,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4963
Scottish Pride,K#101010 BLACK; G#006818 GREEN; B#2C2C80 BLUE; W#E0E0E0 WHITE; DP#440044 DARK PURPLE; P#780078 PURPLE;,G12 P4 DP4 G4 DP30 G6 K4 G2 K30 B86 W4 B86 K30 G2 K4 G4 DP30 G6 DP4 P4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3740
Scottish Prison Service,BL#1474B4 BALMORAL BLUE; K#101010 BLACK; B#2C2C80 BLUE; W#E0E0E0 WHITE; LG#289C18 LIGHT GREEN; G#006818 GREEN; R#C80000 RED;,R4 W8 BL60 K6 LG40 R8 K2 W6 K2 R8 LG40 K6 BL60 W8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3741
Scottish Qualifications Authority,DB#202060 DARK BLUE; LN#C0C0C0 LIGHT GRAY; O#D87C00 ORANGE;,DB72 O10 DB16 LN6 DB16 LN20 DB6 LN20 DB16 LN6 DB16 O10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3742
Scottish Rugby Union,K#101010 BLACK; BN#14283C BLUE GREY; G#006818 GREEN; LN#C0C0C0 LIGHT GRAY; MP#9C68A4 MAUVE; B#2C2C80 BLUE;,B12 K4 B48 K20 G4 MP4 G4 MP4 G20 K4 LN6 K4 G20 MP4 G4 MP4 G4 K20 B48 K4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3743
Scottish Scouts #2,DR#880000 DARK RED; G#006818 GREEN; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE;,DR6 G44 RB32 G28 DR4 G12 MY4 G12 DR4 G28 RB32 G44,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3744
